S.No.,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Ageofcar,Brand_Class,Kilometers_Driven_log,Price_log
3419,Delhi,61000,Petrol,Manual,First,22.74,796,47.3,5.0,2.15,6,Low,11.018629143155449,0.7654678421395714
3420,Pune,39000,Diesel,Manual,First,22.07,1199,73.9,5.0,3.05,11,High,10.571316925111784,1.1151415906193203
3421,Ahmedabad,59000,Petrol,Automatic,First,14.28,1798,138.03,5.0,11.5,7,Low,10.985292722887856,2.4423470353692043
3422,Hyderabad,80931,Petrol,Manual,First,17.92,1086,62.1,5.0,2.3,13,Low,11.301352218770754,0.8329091229351039
3423,Kolkata,34000,Petrol,Manual,First,20.4,1197,81.8,5.0,4.95,5,Low,10.4341158035983,1.599387576580599
3424,Hyderabad,130000,Diesel,Manual,First,21.64,1461,84.8,5.0,4.75,8,Low,11.77528972943772,1.55814461804655
3425,Coimbatore,52380,Diesel,Manual,First,24.3,1248,88.5,5.0,10.15,3,Low,10.866280118061702,2.3174737054877963
3426,Kolkata,44000,Petrol,Manual,First,18.06,1198,75.0,5.0,2.65,10,High,10.691944912900398,0.9745596399981308
3427,Hyderabad,84000,Diesel,Manual,First,20.0,1399,68.05,5.0,3.8,6,Low,11.33857207782545,1.33500106673234
3428,Kochi,41697,Petrol,Automatic,First,13.1,1997,141.1,5.0,16.68,4,Low,10.638184462752868,2.8142103969306005
3429,Pune,163000,Diesel,Manual,First,19.01,1461,108.5,5.0,5.0,7,High,12.0015054797889,1.6094379124341003
3430,Chennai,42000,Petrol,Manual,Second,17.71,1197,78.9,5.0,3.75,10,Low,10.645424897265505,1.3217558399823195
3431,Jaipur,129000,Diesel,Manual,Third,21.27,1396,88.76,5.0,4.11,8,Low,11.76756768334381,1.4134230285081433
3432,Chennai,32200,Petrol,Manual,Second,18.16,1196,86.8,5.0,4.25,6,Low,10.3797217315325,1.4469189829363254
3433,Mumbai,129000,Diesel,Manual,First,10.5,2835,107.2,6.0,3.45,17,Low,11.76756768334381,1.2383742310432684
3434,Bangalore,40000,Diesel,Automatic,First,17.11,1968,174.33,5.0,22.5,7,High,10.596634733096073,3.1135153092103742
3435,Delhi,150000,Petrol,Manual,First,12.4,1998,132.0,8.0,4.5,15,Low,11.918390573078392,1.5040773967762742
3437,Hyderabad,63181,Petrol,Manual,First,15.3,1341,83.0,5.0,1.85,15,Low,11.053758902024423,0.6151856390902335
3438,Kolkata,39575,Diesel,Manual,First,25.8,1498,98.6,5.0,3.25,8,Low,10.585952884749213,1.1786549963416462
3439,Pune,63600,Diesel,Manual,Second,17.8,1248,74.0,5.0,3.1,11,Low,11.060368749328214,1.1314021114911006
3440,Coimbatore,70374,Diesel,Manual,First,22.7,1498,89.84,5.0,7.34,7,Low,11.16157915574956,1.9933388426264242
3441,Kolkata,26256,Diesel,Manual,First,20.14,1498,88.5,5.0,4.25,6,High,10.175649813329873,1.4469189829363254
3442,Delhi,13460,Petrol,Manual,First,18.6,1197,81.86,5.0,6.45,5,Low,9.50747760319872,1.864080130807681
3443,Chennai,122000,Diesel,Manual,Second,12.8,2494,102.0,8.0,10.75,10,Low,11.711776323715394,2.3749057545736716
3444,Kolkata,58589,Diesel,Automatic,First,15.26,2143,203.2,5.0,27.75,6,High,10.978302244634175,3.3232358401924436
3445,Jaipur,115000,Petrol,Manual,Second,17.3,1061,64.0,5.0,0.99,16,Low,11.652687407345388,-0.01005033585350145
3446,Pune,75000,Diesel,Automatic,First,12.62,2198,158.0,7.0,24.0,5,Low,11.225243392518447,3.1780538303479458
3447,Jaipur,30292,Petrol,Manual,First,18.6,1197,81.86,5.0,6.1,5,Low,10.318638930233714,1.8082887711792655
3448,Ahmedabad,32248,Petrol,Manual,First,17.5,1199,88.7,5.0,8.25,4,Low,10.381211304797002,2.1102132003465894
3449,Bangalore,74000,Petrol,Manual,First,16.47,1198,73.9,5.0,4.65,8,High,11.211820372186306,1.536867219599265
3450,Mumbai,56100,Petrol,Manual,First,13.7,1997,153.86,5.0,9.75,7,Low,10.934891091510787,2.277267285009756
3451,Bangalore,61325,Petrol,Manual,First,18.9,1197,81.86,5.0,4.4,7,Low,11.02394286912669,1.4816045409242156
3452,Kolkata,33000,Petrol,Manual,First,19.1,1197,85.8,5.0,3.99,7,Low,10.404262840448617,1.3837912309017721
3453,Coimbatore,18090,Diesel,Automatic,First,16.2,2993,258.0,5.0,45.73,5,High,9.80311457838934,3.822754537669964
3454,Kochi,71390,Diesel,Manual,First,22.7,1498,89.84,5.0,5.27,7,Low,11.175913082496507,1.6620303625532709
3455,Mumbai,41000,CNG,Manual,First,26.2,998,58.2,5.0,3.5,7,Low,10.621327345686446,1.252762968495368
3456,Ahmedabad,67000,Diesel,Manual,First,26.0,1498,98.6,5.0,7.25,5,Low,11.112447898373103,1.9810014688665833
3457,Chennai,99000,Diesel,Manual,Second,17.0,1405,70.0,5.0,1.6,13,Low,11.502875129116727,0.47000362924573563
3458,Pune,142000,Diesel,Manual,Second,19.01,1461,108.45,5.0,6.0,7,Low,11.863582336583399,1.791759469228055
3459,Chennai,26966,Petrol,Manual,First,20.36,1197,78.9,5.0,3.0,11,Low,10.20233209219402,1.0986122886681098
3460,Mumbai,27628,Petrol,Manual,First,18.7,1199,88.7,5.0,4.95,6,Low,10.226585030208863,1.599387576580599
3461,Hyderabad,82497,Diesel,Manual,First,23.65,1248,88.5,5.0,8.99,5,Low,11.320517208025235,2.196112848483529
3462,Mumbai,86000,Petrol,Manual,Third,11.9,2354,144.0,5.0,1.85,14,Low,11.362102575235644,0.6151856390902335
3463,Coimbatore,26981,Petrol,Manual,First,16.47,1198,73.9,5.0,6.16,5,High,10.202888193567093,1.8180767775454285
3464,Hyderabad,110471,Diesel,Manual,First,21.1,1248,73.9,5.0,3.5,11,Low,11.612508322056724,1.252762968495368
3465,Jaipur,69000,Petrol,Manual,First,19.5,1199,88.76,5.0,4.5,7,Low,11.141861783579396,1.5040773967762742
3466,Hyderabad,12000,Petrol,Manual,First,18.6,1197,81.83,5.0,7.75,4,Low,9.392661928770137,2.0476928433652555
3467,Hyderabad,77500,Diesel,Manual,First,20.45,1461,83.8,5.0,6.6,7,Low,11.258033215341438,1.8870696490323797
3468,Kochi,48031,Petrol,Manual,First,18.9,1197,82.0,5.0,4.98,7,Low,10.779601914762763,1.6054298910365616
3469,Chennai,170000,Diesel,Automatic,Third,16.07,1995,181.0,5.0,9.75,13,High,12.043553716032399,2.277267285009756
3470,Mumbai,69565,Diesel,Manual,First,22.7,1498,89.84,5.0,5.55,7,Low,11.150016846275976,1.713797927758343
3471,Hyderabad,45492,Diesel,Automatic,First,21.5,1498,108.5,5.0,10.3,5,High,10.725291765304336,2.33214389523559
3472,Chennai,85000,Petrol,Automatic,Second,11.7,2354,177.6,5.0,7.5,10,Low,11.350406535472453,2.0149030205422647
3474,Hyderabad,18500,Petrol,Manual,First,16.2,1199,74.0,5.0,6.25,4,High,9.825526011066415,1.8325814637483102
3475,Hyderabad,129750,Diesel,Manual,Second,14.95,2489,93.7,7.0,6.8,6,Low,11.773364801028135,1.916922612182061
3476,Hyderabad,50902,Petrol,Automatic,First,19.2,1197,80.0,5.0,3.0,12,Low,10.83765749449752,1.0986122886681098
3477,Coimbatore,84725,Diesel,Manual,First,15.1,2179,140.0,7.0,11.6,6,Low,11.347165996475253,2.451005098112319
3478,Mumbai,40000,Diesel,Manual,Second,22.7,1582,126.24,5.0,6.95,8,Low,10.596634733096073,1.9387416595767009
3479,Mumbai,60000,Petrol,Manual,Third,14.3,1798,160.0,5.0,3.5,11,High,11.002099841204238,1.252762968495368
3480,Coimbatore,33496,Petrol,Manual,First,18.9,1197,81.86,5.0,5.5,7,Low,10.41918130769898,1.7047480922384253
3481,Mumbai,25000,Petrol,Manual,First,18.6,1197,81.83,5.0,5.65,6,Low,10.126631103850338,1.7316555451583497
3483,Coimbatore,20826,Petrol,Automatic,First,14.3,1598,103.6,5.0,7.72,6,Low,9.943957485089841,2.0438143640366846
3484,Pune,42244,Diesel,Manual,First,19.67,1582,126.2,5.0,12.0,5,Low,10.651217610866365,2.4849066497880004
3486,Delhi,62100,Diesel,Manual,First,11.5,2982,171.0,7.0,10.75,10,Low,11.03650126792157,2.3749057545736716
3487,Coimbatore,44238,Petrol,Manual,First,18.6,1197,81.83,5.0,6.72,5,Low,10.697339427217706,1.9050881545350582
3488,Coimbatore,91743,Diesel,Automatic,First,12.07,2967,241.4,7.0,28.55,9,High,11.42674646872833,3.351656936102019
3489,Bangalore,19828,Diesel,Automatic,Second,17.85,2967,300.0,4.0,75.0,8,High,9.894850359140465,4.31748811353631
3490,Hyderabad,36891,Petrol,Manual,First,17.8,1497,117.3,5.0,10.49,5,Low,10.515722897840558,2.3504224224082058
3491,Hyderabad,90049,Diesel,Manual,First,17.21,1493,100.0,7.0,3.8,9,Low,11.408109245600743,1.33500106673234
3492,Ahmedabad,74002,Diesel,Automatic,First,16.55,1968,140.0,5.0,18.5,9,High,11.21184739884811,2.917770732084279
3493,Kolkata,41000,Petrol,Automatic,First,12.37,2359,198.25,5.0,6.0,8,Low,10.621327345686446,1.791759469228055
3494,Hyderabad,83678,Diesel,Manual,First,22.32,1582,126.32,5.0,5.5,9,Low,11.334731378439512,1.7047480922384253
3495,Pune,91000,Petrol,Manual,First,18.9,998,67.1,5.0,2.3,11,Low,11.418614785498987,0.8329091229351039
3496,Jaipur,50000,Diesel,Manual,First,24.52,1248,88.5,7.0,8.7,5,Low,10.819778284410283,2.163323025660538
3497,Delhi,58000,Diesel,Manual,First,24.4,1120,71.01,5.0,4.95,6,Low,10.968198289528557,1.599387576580599
3498,Jaipur,80000,Diesel,Manual,First,22.9,1248,74.0,5.0,4.25,9,Low,11.289781913656018,1.4469189829363254
3499,Kochi,41290,Diesel,Manual,Second,16.0,2179,140.0,7.0,10.94,4,Low,10.628375618880137,2.392425796993835
3500,Delhi,65000,Diesel,Automatic,First,22.48,1995,190.0,5.0,21.26,8,High,11.082142548877775,3.056827372913802
3501,Bangalore,16471,Petrol,Manual,Second,14.28,1798,138.03,5.0,11.5,5,Low,9.709356537782675,2.4423470353692043
3502,Pune,54339,Diesel,Manual,Second,22.54,1396,88.73,5.0,6.0,6,Low,10.902997480161027,1.791759469228055
3503,Hyderabad,24025,Petrol,Manual,First,18.15,1198,82.0,6.0,4.1,5,Low,10.086850233838494,1.410986973710262
3504,Kolkata,24027,Petrol,Manual,First,24.7,796,47.3,5.0,2.01,8,Low,10.086933476991792,0.6981347220709843
3505,Hyderabad,59270,Petrol,Manual,First,15.7,1172,67.0,5.0,2.6,11,Low,10.989858554781884,0.9555114450274363
3506,Kolkata,40000,Petrol,Manual,First,18.9,998,67.1,5.0,2.35,9,Low,10.596634733096073,0.8544153281560676
3507,Bangalore,155566,Diesel,Manual,Second,9.5,2835,118.6,6.0,9.15,9,Low,11.95482535785243,2.21375387928743
3508,Chennai,42320,Petrol,Manual,First,19.4,1198,86.8,5.0,2.9,8,Low,10.65301506653218,1.0647107369924282
3509,Coimbatore,24153,Diesel,Manual,Second,22.54,1396,88.73,5.0,9.18,4,Low,10.09216387496809,2.217027204632399
3510,Mumbai,27000,Petrol,Automatic,First,13.0,1591,121.3,5.0,11.45,5,Low,10.203592144986466,2.4379897300002487
3511,Hyderabad,92000,CNG,Manual,Second,26.83,796,38.4,5.0,2.1,9,Low,11.429543856031177,0.7419373447293773
3512,Kochi,61795,Petrol,Manual,First,17.8,1198,86.7,5.0,5.53,4,Low,11.031577734023836,1.7101878155342434
3513,Chennai,13500,Petrol,Manual,First,18.15,1198,82.0,6.0,3.75,5,Low,9.51044496442652,1.3217558399823195
3514,Pune,4500,Petrol,Automatic,First,18.0,1497,117.3,5.0,12.5,3,Low,8.411832675758411,2.5257286443082556
3515,Mumbai,23000,Diesel,Automatic,First,16.0,2179,140.0,7.0,15.5,4,Low,10.043249494911286,2.740840023925201
3516,Pune,65400,Petrol,Manual,First,18.2,1086,93.7,5.0,2.1,10,Low,11.08827753744529,0.7419373447293773
3517,Mumbai,80578,Diesel,Automatic,Second,14.84,2143,170.0,5.0,14.5,8,High,11.296980938382712,2.6741486494265287
3518,Coimbatore,42646,Diesel,Automatic,First,19.6,1461,108.45,5.0,12.46,4,Low,10.66068876188618,2.522523513359307
3519,Bangalore,30000,Petrol,Manual,Second,16.47,1198,74.0,5.0,5.25,7,High,10.308952660644293,1.6582280766035324
3520,Delhi,90000,Diesel,Automatic,First,18.48,1995,190.0,5.0,14.5,9,High,11.407564949312402,2.6741486494265287
3521,Bangalore,98000,Diesel,Automatic,Second,13.5,2987,282.0,5.0,25.0,12,High,11.49272275765271,3.2188758248682006
3522,Kochi,66400,Petrol,Manual,First,18.2,999,93.7,5.0,2.66,9,Low,11.103452335464524,0.9783261227936078
3523,Hyderabad,50000,Diesel,Automatic,First,12.9,2993,271.23,4.0,45.0,9,High,10.819778284410283,3.8066624897703196
3524,Jaipur,63310,Diesel,Manual,First,28.4,1248,74.0,5.0,5.1,6,Low,11.055798573538173,1.62924053973028
3525,Delhi,66000,Diesel,Manual,First,25.8,1498,98.6,5.0,3.5,7,Low,11.097410021008562,1.252762968495368
3526,Ahmedabad,74000,Diesel,Automatic,Second,16.07,1995,181.0,5.0,12.5,10,High,11.211820372186306,2.5257286443082556
3527,Hyderabad,93000,Diesel,Manual,First,23.5,1396,88.7,5.0,5.55,9,Low,11.440354772135393,1.713797927758343
3528,Delhi,70000,Diesel,Automatic,First,11.5,2982,169.0,7.0,19.48,6,Low,11.156250521031495,2.969388298214389
3529,Ahmedabad,48772,Petrol,Manual,First,18.6,1197,85.8,5.0,3.91,9,Low,10.794911656680155,1.3635373739972745
3531,Coimbatore,27417,Petrol,Automatic,First,18.9,1197,82.0,5.0,6.89,4,Low,10.218918537940311,1.9300710850255671
3532,Coimbatore,51593,Petrol,Manual,Second,15.6,1196,70.0,5.0,3.47,10,Low,10.851141283352423,1.244154593958768
3533,Mumbai,86340,Petrol,Automatic,Second,9.1,2349,93.7,5.0,3.25,13,High,11.366048269109468,1.1786549963416462
3534,Pune,75000,Petrol,Manual,First,16.1,1298,88.2,5.0,2.85,11,Low,11.225243392518447,1.0473189942805592
3535,Coimbatore,39237,Diesel,Automatic,First,17.11,1968,174.33,5.0,25.64,5,High,10.577375458157261,3.2441536320524693
3536,Kochi,11966,Petrol,Manual,First,16.8,1497,116.3,5.0,10.28,3,Low,9.389824573949976,2.330200260027019
3537,Hyderabad,37000,Petrol,Manual,First,18.2,1199,88.7,5.0,6.3,6,Low,10.51867319162636,1.840549633397487
3538,Chennai,70920,Diesel,Manual,First,20.14,1498,88.8,5.0,4.75,7,High,11.169307760188143,1.55814461804655
3539,Hyderabad,65280,Diesel,Manual,First,19.87,1461,83.14,5.0,5.8,8,High,11.086440989637989,1.7578579175523736
3540,Hyderabad,62000,Diesel,Automatic,First,12.51,2179,187.7,7.0,44.5,5,High,11.03488966402723,3.7954891891721947
3541,Kochi,44525,Petrol,Manual,First,18.5,1197,82.9,5.0,4.65,7,Low,10.703806108157863,1.536867219599265
3542,Jaipur,86863,Petrol,Manual,First,17.0,1497,118.0,5.0,3.6,12,Low,11.372087443829933,1.2809338454620642
3543,Hyderabad,102626,Diesel,Manual,First,16.0,2179,140.0,7.0,12.25,6,Low,11.538846590921628,2.505525936990736
3544,Jaipur,45000,Diesel,Manual,First,16.3,1956,170.0,5.0,20.0,4,High,10.714417768752456,2.995732273553991
3545,Jaipur,22000,Diesel,Manual,First,16.0,2179,140.0,7.0,16.0,4,Low,9.998797732340453,2.772588722239781
3546,Coimbatore,108905,Diesel,Automatic,Second,11.79,2179,120.0,8.0,6.21,10,Low,11.598231221549328,1.8261608959453874
3547,Kolkata,12800,Petrol,Manual,First,19.44,1198,67.0,7.0,3.25,5,Low,9.457200449907708,1.1786549963416462
3548,Kolkata,32000,Diesel,Manual,First,15.4,2179,120.0,7.0,9.75,5,Low,10.373491181781864,2.277267285009756
3549,Mumbai,39000,Petrol,Automatic,First,15.5,1198,86.7,5.0,4.45,7,Low,10.571316925111784,1.4929040961781488
3550,Pune,42000,Diesel,Manual,First,25.6,1498,98.6,5.0,12.0,4,Low,10.645424897265505,2.4849066497880004
3551,Chennai,73000,Petrol,Manual,First,14.4,1396,65.0,5.0,0.8,13,Low,11.198214720130528,-0.2231435513142097
3552,Chennai,48000,Diesel,Manual,First,24.0,1186,73.97,5.0,5.95,3,Low,10.778956289890028,1.7833912195575383
3553,Pune,18000,CNG,Manual,First,33.44,796,40.3,4.0,3.0,6,Low,9.798127036878302,1.0986122886681098
3554,Kolkata,19000,Petrol,Manual,First,17.43,1396,105.5,5.0,5.25,7,Low,9.852194258148577,1.6582280766035324
3555,Coimbatore,33598,Diesel,Manual,First,13.68,2393,147.8,7.0,22.2,2,Low,10.42222182037016,3.100092288878234
3556,Jaipur,63000,Diesel,Automatic,First,17.05,1995,184.0,5.0,13.5,9,High,11.05089000537367,2.6026896854443837
3557,Chennai,48000,Diesel,Automatic,First,16.96,1968,138.03,5.0,13.5,6,High,10.778956289890028,2.6026896854443837
3558,Delhi,66000,Diesel,Manual,First,20.0,1399,68.05,5.0,3.47,7,Low,11.097410021008562,1.244154593958768
3559,Ahmedabad,80000,Diesel,Automatic,Second,11.18,2696,184.0,7.0,9.5,8,Low,11.289781913656018,2.2512917986064953
3560,Chennai,37000,Petrol,Manual,First,15.04,1598,103.6,5.0,4.8,10,High,10.51867319162636,1.5686159179138452
3561,Kochi,35058,Petrol,Manual,First,15.0,1598,103.52,5.0,6.54,5,Low,10.464759111782492,1.8779371654691073
3562,Delhi,52000,Petrol,Manual,First,16.47,1198,73.9,5.0,3.1,9,High,10.858998997563564,1.1314021114911006
3563,Hyderabad,61313,Diesel,Manual,First,23.65,1248,88.5,5.0,7.99,6,Low,11.023747171218401,2.0781907597781832
3564,Kolkata,45000,Petrol,Manual,Second,14.53,1798,138.1,5.0,3.3,12,Low,10.714417768752456,1.1939224684724346
3565,Bangalore,74000,Diesel,Manual,First,20.77,1248,88.8,7.0,8.75,6,Low,11.211820372186306,2.169053700369523
3566,Hyderabad,89000,Petrol,Automatic,First,19.2,1197,80.0,5.0,4.19,8,Low,11.396391648714276,1.4327007339340465
3567,Kochi,13414,Diesel,Automatic,First,17.9,2143,136.0,5.0,30.77,2,High,9.504054216659682,3.4265401893339504
3568,Jaipur,95000,Petrol,Manual,Second,16.9,1497,100.0,5.0,2.11,15,Low,11.461632170582678,0.7466879474879751
3569,Jaipur,15900,Petrol,Manual,First,18.15,1198,82.0,6.0,6.25,3,Low,9.674074388208323,1.8325814637483102
3570,Delhi,151000,Diesel,Manual,First,11.5,2982,171.0,7.0,11.4,10,Low,11.925035115797062,2.4336133554004498
3571,Bangalore,65000,Petrol,Manual,First,17.0,1497,118.0,5.0,5.2,10,Low,11.082142548877775,1.6486586255873816
3572,Coimbatore,36824,Diesel,Automatic,First,18.53,1968,187.74,5.0,39.84,4,High,10.513905085497077,3.6848714327163976
3573,Coimbatore,65287,Diesel,Manual,First,20.0,1399,68.05,5.0,4.45,8,Low,11.086548214281377,1.4929040961781488
3574,Kolkata,52000,Diesel,Automatic,First,17.9,2143,136.0,5.0,19.5,7,High,10.858998997563564,2.970414465569701
3576,Hyderabad,71000,Diesel,Manual,First,25.83,1498,99.0,5.0,5.1,5,Low,11.170435156023453,1.62924053973028
3577,Delhi,71000,Diesel,Automatic,First,22.7,1582,126.2,5.0,6.8,8,Low,11.170435156023453,1.916922612182061
3578,Kolkata,20000,Petrol,Automatic,First,21.4,1197,83.1,5.0,5.74,5,Low,9.903487552536127,1.747459210331475
3579,Hyderabad,71000,Petrol,Manual,First,16.1,1197,85.0,5.0,3.3,11,Low,11.170435156023453,1.1939224684724346
3580,Hyderabad,29000,Diesel,Automatic,First,9.9,3498,271.72,4.0,32.0,11,High,10.275051108968611,3.4657359027997265
3581,Ahmedabad,27000,Diesel,Automatic,First,21.76,1995,190.0,5.0,35.0,5,High,10.203592144986466,3.5553480614894135
3582,Chennai,19000,Diesel,Automatic,First,28.4,1248,73.75,5.0,8.9,4,Low,9.852194258148577,2.186051276738094
3583,Mumbai,58000,Petrol,Manual,Second,17.01,1591,121.3,5.0,4.0,10,Low,10.968198289528557,1.3862943611198906
3584,Kochi,42203,Diesel,Manual,First,17.1,1956,170.0,5.0,19.46,3,High,10.65024658754472,2.968361076757859
3585,Hyderabad,94000,Diesel,Automatic,First,11.4,1991,142.0,5.0,5.25,12,Low,11.451050061252142,1.6582280766035324
3586,Delhi,52000,CNG,Manual,Second,15.1,1196,73.0,5.0,2.6,8,Low,10.858998997563564,0.9555114450274363
3587,Kolkata,4900,Diesel,Manual,First,21.5,1497,108.5,5.0,9.22,3,Low,8.496990484098719,2.2213750375685026
3588,Jaipur,70000,Petrol,Manual,First,21.1,814,55.2,5.0,1.8,8,Low,11.156250521031495,0.5877866649021191
3589,Hyderabad,100000,Diesel,Manual,Second,13.5,1405,93.7,5.0,1.3,16,Low,11.512925464970229,0.26236426446749106
3590,Kochi,65266,Diesel,Automatic,First,14.69,2993,258.0,5.0,31.75,6,High,11.086226505853672,3.457892725338701
3591,Delhi,54569,Diesel,Manual,First,20.77,1248,88.76,7.0,5.99,7,Low,10.907221234925327,1.7900914121273581
3592,Kochi,51361,Petrol,Manual,First,18.0,1198,86.7,5.0,4.94,6,Low,10.84663440857928,1.5973653311998313
3593,Jaipur,125000,Petrol,Manual,Third,16.6,1388,68.0,5.0,1.5,14,Low,11.736069016284437,0.4054651081081644
3594,Bangalore,66000,Petrol,Manual,Third,13.5,1799,130.0,5.0,3.25,13,Low,11.097410021008562,1.1786549963416462
3595,Hyderabad,65047,LPG,Manual,First,17.3,1061,57.5,5.0,1.95,14,Low,11.082865364506683,0.6678293725756554
3596,Delhi,22281,Diesel,Manual,First,20.77,1248,88.8,7.0,6.5,7,Low,10.011489576337405,1.8718021769015913
3597,Delhi,63210,Diesel,Manual,First,24.0,1120,70.0,5.0,3.71,8,Low,11.054217795466345,1.3110318766193438
3598,Pune,31000,Petrol,Manual,First,20.14,1197,81.86,5.0,5.0,3,Low,10.341742483467284,1.6094379124341003
3599,Ahmedabad,60000,Petrol,Manual,First,19.81,1086,68.05,5.0,1.99,13,Low,11.002099841204238,0.688134638736401
3600,Mumbai,32006,Petrol,Manual,First,18.0,1198,86.7,5.0,4.25,4,Low,10.373678664205936,1.4469189829363254
3601,Ahmedabad,78000,Diesel,Automatic,First,12.4,2698,179.5,5.0,8.0,12,High,11.26446410567173,2.0794415416798357
3602,Mumbai,9489,Petrol,Manual,First,20.36,1197,78.9,5.0,2.95,10,Low,9.15788851197376,1.0818051703517284
3603,Pune,5000,Petrol,Manual,First,25.17,799,53.3,5.0,3.5,3,Low,8.517193191416238,1.252762968495368
3604,Jaipur,60000,Diesel,Automatic,Second,15.2,1968,140.8,5.0,16.0,9,High,11.002099841204238,2.772588722239781
3605,Jaipur,50000,Petrol,Manual,First,22.74,796,47.3,5.0,2.75,6,Low,10.819778284410283,1.0116009116784799
3606,Delhi,53000,Petrol,Manual,First,17.8,1497,117.3,5.0,6.95,6,Low,10.87804719253426,1.9387416595767009
3607,Delhi,64000,Petrol,Automatic,Second,11.74,1796,186.0,5.0,12.5,10,High,11.06663836234181,2.5257286443082556
3608,Coimbatore,43827,Diesel,Automatic,First,13.22,2967,241.4,5.0,36.83,4,High,10.688005344800624,3.606312730456974
3609,Pune,36431,Petrol,Manual,First,16.2,1199,74.0,5.0,2.7,10,High,10.503175339529793,0.9932517730102834
3610,Mumbai,35000,Diesel,Manual,First,21.38,1396,88.7,5.0,9.9,4,Low,10.46310334047155,2.2925347571405443
3611,Kochi,94832,Petrol,Manual,First,17.0,1497,118.0,5.0,3.83,10,Low,11.45986218402762,1.3428648031925547
3612,Coimbatore,88381,Petrol,Manual,First,17.0,1497,118.0,5.0,5.25,9,Low,11.389412293397818,1.6582280766035324
3613,Kolkata,45194,Diesel,Manual,First,22.7,1598,118.0,5.0,7.75,5,Low,10.71871961364631,2.0476928433652555
3614,Mumbai,66000,Petrol,Manual,Second,16.51,1586,103.2,5.0,2.46,11,Low,11.097410021008562,0.9001613499442714
3615,Kolkata,38578,Diesel,Manual,First,23.4,1248,74.0,5.0,3.96,7,Low,10.560437444784185,1.3762440252663892
3616,Chennai,40000,Diesel,Manual,First,20.77,1248,88.8,7.0,8.25,6,Low,10.596634733096073,2.1102132003465894
3617,Coimbatore,20632,Petrol,Manual,First,18.6,1197,81.83,5.0,7.58,3,Low,9.934598547561182,2.0255131996542803
3618,Hyderabad,73042,Diesel,Manual,First,24.0,1120,70.0,5.0,3.99,7,Low,11.198789897150261,1.3837912309017721
3619,Delhi,54257,Petrol,Manual,First,17.4,1497,117.3,5.0,6.25,7,Low,10.901487295336825,1.8325814637483102
3620,Hyderabad,93000,Diesel,Manual,First,20.5,1598,103.5,5.0,5.0,8,Low,11.440354772135393,1.6094379124341003
3621,Hyderabad,102000,Diesel,Automatic,Second,11.0,2987,198.5,5.0,4.65,16,High,11.532728092266408,1.536867219599265
3622,Coimbatore,28881,Diesel,Automatic,First,13.01,2199,194.3,7.0,21.37,5,Low,10.270939218446076,3.0619880693310564
3623,Hyderabad,52195,Petrol,Manual,First,19.7,796,46.3,5.0,1.75,14,Low,10.8627419838424,0.5596157879354227
3624,Coimbatore,20422,Diesel,Manual,First,12.4,2499,134.0,5.0,16.09,3,Low,9.924368030115483,2.7781979610042917
3625,Kolkata,38000,Diesel,Manual,First,24.8,1396,88.7,5.0,4.1,9,Low,10.545341438708522,1.410986973710262
3626,Coimbatore,92885,Diesel,Manual,First,20.0,1399,68.0,5.0,3.56,6,Low,11.439117447825504,1.269760544863939
3627,Pune,43000,Petrol,Manual,Second,17.0,1497,118.0,5.0,4.21,11,Low,10.668955394675699,1.43746264769429
3628,Coimbatore,70478,Diesel,Manual,First,17.8,1248,74.0,5.0,6.86,5,Low,11.163055883362937,1.925707441737794
3629,Delhi,57000,Diesel,Manual,First,23.9,1582,126.2,5.0,6.6,6,Low,10.950806546816688,1.8870696490323797
3630,Coimbatore,32434,Petrol,Automatic,First,13.0,1591,121.3,5.0,14.35,3,Low,10.38696253427932,2.66374994220563
3631,Hyderabad,32000,Diesel,Manual,First,22.7,1498,89.84,5.0,9.5,4,Low,10.373491181781864,2.2512917986064953
3632,Delhi,59000,Diesel,Automatic,First,11.2,2993,241.0,4.0,21.9,10,High,10.985292722887856,3.086486636822455
3633,Coimbatore,76467,Diesel,Automatic,First,18.12,1995,190.0,5.0,30.45,5,High,11.244614554197703,3.416085994155906
3634,Hyderabad,100000,Diesel,Manual,First,25.83,1498,99.0,5.0,5.1,5,Low,11.512925464970229,1.62924053973028
3635,Pune,37086,Petrol,Automatic,First,17.0,1591,121.3,5.0,5.44,8,Low,10.520994818887328,1.6937790608678513
3636,Jaipur,135000,Diesel,Manual,First,13.8,1399,68.0,5.0,1.6,11,Low,11.813030057420567,0.47000362924573563
3637,Kochi,54862,Diesel,Automatic,First,17.68,1968,174.33,5.0,16.67,7,High,10.912576220261636,2.813610696762703
3638,Hyderabad,67758,Petrol,Manual,First,10.8,2354,93.7,5.0,9.5,11,Low,11.123697812951725,2.2512917986064953
3639,Pune,56200,Petrol,Automatic,First,15.0,1396,98.6,5.0,3.85,9,Low,10.936672035881783,1.3480731482996928
3640,Kochi,169006,Diesel,Manual,First,14.24,2755,174.5,7.0,10.64,10,Low,12.037689496233575,2.3646204839134985
3641,Bangalore,20229,Petrol,Manual,First,25.17,799,53.3,5.0,3.5,5,Low,9.914872497402692,1.252762968495368
3643,Hyderabad,51500,Petrol,Manual,Second,16.2,1599,103.2,5.0,2.6,10,Low,10.849337086651827,0.9555114450274363
